Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
InComm Software Architect Salaries,6/Apr/2021,"$131,915",/yr,(USD),"The typical InComm Software Architect salary is $131,915. Software Architect salaries at InComm can range from $130,742 - $172,597. This estimate is based upon 8 InComm Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at InComm can expect to make an average total pay of $131,915 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Employee Assistance Program,Gym Membership,Company Social Events,Job Training,Tuition Assistance"
Philips Software Architect Salaries,13/Feb/2021,"$158,419",/yr,(USD),"The typical Philips Software Architect salary is $158,419. Software Architect salaries at Philips can range from $139,326 - $175,344. This estimate is based upon 5 Philips Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Philips can expect to make an average total pay of $158,704 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Health Care On-Site,Mental Health Care,Retiree Health & Medical,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Supplemental Workers' Compensation,Maternity & Paternity Leave,Work From Home,Adoption Assistance,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Mobile Phone Discount,Company Car,Company Social Events,Job Training,Professional Development,Tuition Assistance"
Mastech Digital Software Architect Salaries,15/Apr/2020,"$104,903",/yr,(USD),"The typical Mastech Digital Software Architect salary is $104,903. Software Architect salaries at Mastech Digital can range from $99,255 - $125,198. This estimate is based upon 6 Mastech Digital Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Mastech Digital can expect to make an average total pay of $104,903 . See all Software Architect salaries to learn how this stacks up in the market.",
Motorola Solutions Software Architect Salaries,14/Mar/2021,"$125,782",/yr,(USD),"The typical Motorola Solutions Software Architect salary is $125,782. Software Architect salaries at Motorola Solutions can range from $106,222 - $161,618. This estimate is based upon 6 Motorola Solutions Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Motorola Solutions can expect to make an average total pay of $125,782 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Employee Assistance Program,Professional Development"
HP Inc. Software Architect Salaries,6/Apr/2021,"$134,294",/yr,(USD),"The typical HP Inc. Software Architect salary is $134,294. Software Architect salaries at HP Inc. can range from $110,602 - $181,976. This estimate is based upon 6 HP Inc. Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at HP Inc. can expect to make an average total pay of $140,052 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,Pension Plan,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Company Social Events,Diversity Program,Job Training,Professional Development"
BECU UI Designer Salaries,23/Mar/2020,"$84,427 - $91,772",/yr,(USD),"UI Designer salaries at BECU can range from $84,427-$91,772. This estimate is based upon 1 BECU UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Pension Plan,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Employee Assistance Program"
NCR Software Architect Salaries,18/Mar/2021,"$142,399",/yr,(USD),"The typical NCR Software Architect salary is $142,399. Software Architect salaries at NCR can range from $128,875 - $184,288. This estimate is based upon 5 NCR Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at NCR can expect to make an average total pay of $142,399 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Health Care On-Site,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Adoption Assistance,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Job Training,Professional Development,Tuition Assistance"
Staples Software Architect Salaries,31/Mar/2020,"$143,355",/yr,(USD),"The typical Staples Software Architect salary is $143,355. Software Architect salaries at Staples can range from $130,644 - $154,882. This estimate is based upon 5 Staples Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Staples can expect to make an average total pay of $143,355 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Mobile Phone Discount,Company Social Events,Job Training,Tuition Assistance"
Best Buy Health Software Architect Salaries,3/Mar/2021,"$131,510",/yr,(USD),"The typical Best Buy Health Software Architect salary is $131,510. Software Architect salaries at Best Buy Health can range from $107,711 - $142,548. This estimate is based upon 5 Best Buy Health Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Best Buy Health can expect to make an average total pay of $131,510 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Vacation & Paid Time Off,Paid Holidays,Gym Membership"
UnitedHealth Group Software Architect Salaries,1/Mar/2021,"$132,844",/yr,(USD),"The typical UnitedHealth Group Software Architect salary is $132,844. Software Architect salaries at UnitedHealth Group can range from $110,084 - $138,486. This estimate is based upon 6 UnitedHealth Group Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at UnitedHealth Group can expect to make an average total pay of $132,844 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Health Care On-Site,401K Plan,Employee Stock Purchase Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Adoption Assistance,Military Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Employee Discount,Employee Assistance Program,Gym Membership,Diversity Program,Professional Development,Tuition Assistance"
DISYS Software Architect Salaries,3/Mar/2021,"$134,383",/yr,(USD),"The typical DISYS Software Architect salary is $134,383. Software Architect salaries at DISYS can range from $98,175 - $191,726. This estimate is based upon 5 DISYS Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at DISYS can expect to make an average total pay of $134,383 . See all Software Architect salaries to learn how this stacks up in the market.",
Skillsoft Software Architect Salaries,23/Jan/2021,"$152,798",/yr,(USD),"The typical Skillsoft Software Architect salary is $152,798. Software Architect salaries at Skillsoft can range from $133,423 - $161,020. This estimate is based upon 5 Skillsoft Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Skillsoft can expect to make an average total pay of $161,051 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,Disability Insurance,401K Plan,Vacation & Paid Time Off,Sick Days,Gym Membership"
